,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,actual_income,predicted_income
12962,23, Private,526164, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,40, United-States, <=50K, <=50K
23193,24, Private,464103, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,50, United-States, <=50K, <=50K
23879,46, Private,228372, Bachelors,13, Divorced, Sales, Unmarried, White, Male,40, United-States, >50K, >50K
9950,67, Self-emp-not-inc,354405, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,20, United-States, <=50K, <=50K
21931,17, Private,295991, 10th,6, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K, <=50K
28324,53, Private,168107, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K, >50K
20471,55,ffill,316027, 7th-8th,4, Married-civ-spouse,ffill, Husband, White, Male,40,ffill, <=50K, <=50K
29202,43, Self-emp-not-inc,160369, 10th,6, Divorced, Farming-fishing, Unmarried, White, Male,25, United-States, <=50K, <=50K
9284,42, Private,179524, Bachelors,13, Separated, Other-service, Not-in-family, White, Female,50, United-States, <=50K, <=50K
1932,28, Private,162551, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Female,48, China, <=50K, <=50K
22120,30, Federal-gov,266463, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K, >50K
31447,23, Private,38707, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,60, United-States, >50K, <=50K
19813,29, Private,389713, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, >50K, <=50K
29801,47, Local-gov,191389, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,35, United-States, <=50K, <=50K
26126,21, Private,129350, Some-college,10, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K, <=50K
25201,21,ffill,175166, Some-college,10, Never-married,ffill, Own-child, White, Female,40, United-States, <=50K, <=50K
18029,43,ffill,152569, Assoc-voc,11, Widowed,ffill, Not-in-family, White, Female,36, United-States, <=50K, <=50K
28387,25, Private,306908, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, <=50K, >50K
17190,58, Private,239523, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K, >50K
12433,21, Private,166517, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,40, United-States, <=50K, <=50K
22437,34, Private,112115, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,55, United-States, >50K, >50K
12682,63, Private,187919, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,30, United-States, <=50K, <=50K
10927,59, Private,186385, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K, <=50K
22215,53, State-gov,197184, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,70, United-States, >50K, >50K
5538,50, Private,128378, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,55,ffill, <=50K, <=50K
9151,28, Private,309566, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,20, United-States, <=50K, <=50K
29548,18, Private,232082, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,40, United-States, <=50K, <=50K
1377,54, Private,449257, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K, <=50K
11692,32, Private,175878, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, <=50K, <=50K
6470,54, Self-emp-not-inc,108933, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,35, United-States, <=50K, <=50K
30936,18, Private,205218, 11th,7, Never-married, Sales, Own-child, White, Female,20, United-States, <=50K, <=50K
11262,37, Private,105803, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K, <=50K
5422,32, Private,153078, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,40, South, <=50K, <=50K
23439,37, Private,161141, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K, <=50K
23682,25, Private,174545, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,46, United-States, <=50K, <=50K
5123,20, Private,216972, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,30, United-States, <=50K, <=50K
6242,18, Private,84253, 11th,7, Never-married, Other-service, Own-child, White, Female,24, United-States, <=50K, <=50K
24188,39, Private,347960, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,35, United-States, >50K, <=50K
15972,25, Private,160261, Some-college,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,40, China, <=50K, <=50K
28932,42, Self-emp-not-inc,351161, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, >50K, >50K
11126,27, Private,244566, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States, <=50K, <=50K
13027,35, Private,298635, Bachelors,13, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,50, United-States, <=50K, <=50K
2539,27, Federal-gov,188343, HS-grad,9, Separated, Exec-managerial, Unmarried, Black, Female,40, United-States, <=50K, <=50K
19322,23, Local-gov,210029, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,20, United-States, <=50K, <=50K
10180,21, Self-emp-not-inc,57298, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,15, United-States, <=50K, <=50K
8430,40, Private,139193, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,40, United-States, <=50K, <=50K
24030,36, Private,107916, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States, <=50K, <=50K
22064,30, Private,182771, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,15, China, <=50K, <=50K
24894,32, Private,232855, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, Black, Female,40, United-States, <=50K, <=50K
24797,37, Private,280500, Some-college,10, Never-married, Tech-support, Own-child, Black, Female,40, United-States, <=50K, <=50K
1172,25, Private,404616, Masters,14, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,99, United-States, >50K, <=50K
3073,27, Private,229803, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,40, United-States, <=50K, <=50K
25682,60, Self-emp-not-inc,166153, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, <=50K, <=50K
29014,29, Private,356133, Some-college,10, Never-married, Prof-specialty, Other-relative, White, Female,40, United-States, <=50K, <=50K
18679,36, Private,35429, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States, <=50K, >50K
27911,61, Private,183355, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, >50K, <=50K
21984,19, Private,272063, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,35, United-States, <=50K, <=50K
14898,79, Self-emp-inc,309272, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K, >50K
14512,43, Self-emp-not-inc,32451, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
2379,42, Private,83411, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,40, United-States, <=50K, <=50K
30252,32, Private,156464, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K, <=50K
24046,54, Private,115602, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,40, United-States, <=50K, <=50K
152,33, Private,163003, Bachelors,13, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,40, Philippines, <=50K, <=50K
9940,36, Private,176335, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,40, United-States, <=50K, <=50K
22791,46, Private,403911, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States, >50K, <=50K
5752,48, Private,355320, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, Canada, >50K, >50K
2277,42, Private,225193, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
16280,39, Private,35890, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States, <=50K, <=50K
26952,19, State-gov,144429, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,10, United-States, <=50K, <=50K
22918,57, Self-emp-inc,37345, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,36, United-States, >50K, >50K
4578,48, Private,229846, Assoc-voc,11, Divorced, Other-service, Not-in-family, White, Female,40,ffill, <=50K, <=50K
30765,43, Private,248186, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,38, United-States, <=50K, <=50K
17884,22, Private,223019, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States, <=50K, <=50K
28706,52, State-gov,189728, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,35, United-States, <=50K, <=50K
10611,39, Local-gov,189911, 11th,7, Divorced, Adm-clerical, Unmarried, White, Female,40, United-States, <=50K, <=50K
5884,29, Private,35032, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States, <=50K, <=50K
13371,34, Private,105493, Masters,14, Divorced, Prof-specialty, Unmarried, White, Female,40, United-States, <=50K, <=50K
9041,21, Private,165107, Some-college,10, Never-married, Priv-house-serv, Own-child, White, Female,40, United-States, <=50K, <=50K
4575,37, Private,148015, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Black, Female,40, United-States, >50K, >50K
29156,66,ffill,129476, Bachelors,13, Married-civ-spouse,ffill, Husband, White, Male,6, United-States, <=50K, <=50K
3549,25, Private,251915, Bachelors,13, Never-married, Sales, Own-child, White, Female,40, United-States, <=50K, <=50K
24687,22, Private,117363, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,35, United-States, <=50K, <=50K
30262,34, Private,242984, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K, >50K
21395,47, Private,93557, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States, <=50K, <=50K
897,22, Private,226508, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,50, United-States, <=50K, <=50K
28995,35, Private,194960, HS-grad,9, Never-married, Farming-fishing, Not-in-family, Other, Male,40, Puerto-Rico, <=50K, <=50K
17607,34, Private,182926, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,43, United-States, >50K, <=50K
15065,39, Private,174924, HS-grad,9, Separated, Exec-managerial, Not-in-family, White, Male,40, United-States, >50K, <=50K
29871,51, Private,673764, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,40, United-States, >50K, <=50K
5480,22, Private,131230, Bachelors,13, Never-married, Sales, Own-child, White, Male,40, United-States, <=50K, <=50K
534,67, Private,231559, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,48, United-States, >50K, >50K
19593,51, Private,102904, HS-grad,9, Divorced, Sales, Unmarried, White, Female,43, United-States, <=50K, <=50K
26445,60, Private,224644, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K, <=50K
9547,40, Self-emp-not-inc,162312, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,66, South, <=50K, <=50K
20503,44, Private,151089, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States, >50K, >50K
32514,38, Private,139180, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,45, United-States, >50K, <=50K
20626,46, Private,102359, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,40, United-States, <=50K, <=50K
31162,33, Private,204752, HS-grad,9, Never-married, Other-service, Own-child, White, Male,40, United-States, <=50K, <=50K
31322,45, Private,137604, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,40, United-States, <=50K, <=50K
16288,34,ffill,205256, HS-grad,9, Married-civ-spouse,ffill, Husband, White, Male,80, United-States, <=50K, <=50K
13087,46, Local-gov,215895, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,40, United-States, >50K, >50K
14200,25, Private,86872, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,40, United-States, <=50K, <=50K
19370,45, Private,194772, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,55, United-States, <=50K, <=50K
24092,59, Private,100313, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K, >50K
22412,17, Private,51939, 11th,7, Never-married, Sales, Own-child, White, Female,15, United-States, <=50K, <=50K
14180,28, Private,81540, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States, <=50K, <=50K
23314,44, Private,268098, 12th,8, Never-married, Transport-moving, Not-in-family, Black, Male,36, United-States, <=50K, <=50K
16950,25, Private,29020, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, Black, Female,45, United-States, <=50K, <=50K
11609,47, Private,398652, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,50, United-States, >50K, <=50K
24811,39, State-gov,183092, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,40, United-States, >50K, <=50K
10726,42, Local-gov,121998, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States, >50K, >50K
10865,29, Local-gov,188278, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States, <=50K, <=50K
18070,32, Private,174789, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,40, United-States, <=50K, <=50K
23107,37, Local-gov,217689, Some-college,10, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,32, United-States, <=50K, <=50K
16457,21, Private,56582, 11th,7, Never-married, Other-service, Own-child, White, Male,50, United-States, <=50K, <=50K
30304,61, Private,81132, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,40, Philippines, >50K, <=50K
19230,20, Private,158206, Some-college,10, Never-married, Sales, Not-in-family, White, Male,30, United-States, <=50K, <=50K
16861,49, Private,160167, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,40, United-States, <=50K, <=50K
7966,58, Private,289364, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States, >50K, >50K
23618,38, Private,254439, 10th,6, Widowed, Transport-moving, Unmarried, Black, Male,40, United-States, <=50K, <=50K
22805,46,ffill,233014, HS-grad,9, Divorced,ffill, Not-in-family, Black, Female,40, United-States, <=50K, <=50K
18563,53, Private,89587, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,45, United-States, >50K, <=50K
6690,19, Private,120251, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,14, United-States, <=50K, <=50K
29498,38, Private,194304, Some-college,10, Divorced, Transport-moving, Not-in-family, Black, Male,55, United-States, <=50K, <=50K
1466,35, Private,67728, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States, <=50K, <=50K
32016,24,ffill,108495, HS-grad,9, Never-married,ffill, Own-child, White, Male,40, United-States, <=50K, <=50K
